Species,Geolocation,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4
..Mudcrab,....La Union,..,..,..,..,..,..,..,1,..,2,1,2,3,2.5,1,2,3,2,2,2,..,1,2.8,3.1,3.2,2.5,2,3.43,3.61,3.01,1.5,3.1,3.39,1.86,1.36,7.58,1.66,1.73,0.9,5.68,1.43,1.52,0.83,8.68,1.33,1.5,0.46,7.29,1.34,1.82,0.68,6.63,0.65,2.04,0.46,3.45,1.19,3.68,2.08,20.85,0.44,2.67,1.13,15.59,1.52,1.32,0.73,7.09,0.23,0.46,8.64,0.58,0.8,1.68,5.21,4.56,1.77,..,..,..
..Mudcrab,....Pangasinan,18,15,17,40,28,15,14,18,20,13,3,22,17,11,1.8,17.5,14,11.5,2.7,21,14,16.88,4.06,19,31,6.7,1.5,14.17,18.2,4.21,0.54,1.8,7.51,0.65,2.08,1.36,9.51,0.87,2.48,7.62,11.19,3.21,1.92,3.96,12.27,2.5,3.48,1.84,10.8,0.9,4.75,2.39,11.06,0.87,2.56,2.33,13.69,0.61,1.61,2.02,12.5,0.68,1.72,2.06,10.36,1.14,1.38,3.51,9.22,3.33,0.39,0.83,10.69,0.38,1.27,0.61,16.02,..,..,..
..Mudcrab,..Region II (Cagayan Valley),7,6,16,25,7,6,12,17.2,6,6.5,8,17,9,8,21,35.3,18,27.44,36.45,40.1,23,35.67,93.59,41.39,36.33,41.12,89.33,29.31,37.28,49.19,86.03,13.76,28.56,41.68,90.39,16.54,27.15,47.78,102.04,20.8,22.94,46.18,114.32,22.47,25.77,44.53,105.26,22.66,28.98,47.36,97.2,24.56,30.25,48.7,74.33,23.1,26.08,28.82,70.05,18.76,19.14,30.55,63.29,23.13,17.37,31.68,72.88,19.31,13.41,32.79,74.14,17.94,9.93,34.61,64.96,18.17,11.06,..,..,..
..Mudcrab,....Batanes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudcrab,....Cagayan,7,6,16,25,7,6,12,17.2,6,5.5,7,16,8,7,20,34.3,17,26.44,35.7,38.6,22,34.42,93.04,40.84,35.83,41,88.83,28.91,36.78,48.99,85.63,13.28,28.21,41.53,90.24,16.42,26.66,46.61,101.87,20.59,22.69,45.96,114.08,22.19,24.39,43.18,103.46,21.62,27.77,44.94,95.09,22.98,29.15,46.94,72.39,21.1,25.03,27.41,69.17,17.32,18.47,29.21,62.55,21.79,16.74,30.17,72.21,18.16,12.74,31.2,73.55,17.02,9.47,33.44,64.21,17.33,10.62,..,..,..
..Mudcrab,....Isabela,..,..,..,..,..,..,..,..,..,1,1,1,1,1,1,1,1,1,0.75,1.5,1,1.25,0.55,0.55,0.5,0.12,0.5,0.4,0.5,0.2,0.4,0.48,0.35,0.15,0.15,0.12,0.49,1.17,0.17,0.21,0.25,0.22,0.24,0.28,1.38,1.35,1.8,1.04,1.21,2.42,2.11,1.58,1.1,1.76,1.94,2,1.05,1.41,0.88,1.44,0.67,1.34,0.74,1.34,0.63,1.51,0.67,1.15,0.67,1.59,0.59,0.92,0.46,1.17,0.75,0.84,0.44,..,..,..
..Mudcrab,....Nueva Vizcaya,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudcrab,....Quirino,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudcrab,..Region III (Central Luzon),474,845,751,457,524,865,807.2,501,624.5,881.5,706.25,479.8,672.2,877.6,807,536.3,587,989.75,923.4,608.5,591.3,1106.92,1033.22,676.47,621.09,1441.87,1166.38,764.06,656.58,1534.9,1204.48,767.87,643.53,1489.14,1218.58,789.48,630.62,1534.28,1245.87,755.28,611.02,1451.08,1196.83,762.96,635.39,1510.19,1170.96,784.33,640.22,1485.68,1144.73,803.64,653.43,1529.33,1171.45,829.93,546.27,1629.65,1169.89,877.92,560.2,1750.88,1195.19,903.54,568.12,1804.52,1085.05,943.17,679.68,1971.56,1177.08,1202.6,779.19,2039.68,1458.72,1310.59,893.13,..,..,..
..Mudcrab,....Aurora,2,3,3,5,3,4,4,5,3,3.5,3.5,5,3.5,3,3,4.8,3,2.9,3,4.6,3.5,3,3.5,4,3.5,1.9,3.2,4.56,0.92,0.87,0.97,2.3,1.01,0.83,1.43,1.96,1.1,0.58,1.31,1.12,0.87,0.51,1.43,1.59,0.99,0.53,1.19,1.5,1.15,0.51,1.2,1.52,1.17,0.5,1.15,1.49,1.2,0.51,1.06,1.66,1.12,0.43,0.8,0.9,0.44,0.34,0.66,0.87,0.32,0.27,0.53,0.41,0.3,0.25,0.55,0.28,..,..,..,..
..Mudcrab,....Bataan,..,..,28,8,..,..,25,35,28,16,26,59,30,26,26,37,26,25,24,41,26.4,25.86,25.77,43.96,26.79,24.22,30.32,46.45,26.26,22.6,28.05,49.11,27.03,21.21,27.19,47.59,27.82,22.52,27.73,45.97,28.51,23.01,27.32,43.78,29.64,25.48,27.09,42.75,29.21,26.03,25.82,44.41,28.69,26.79,27.68,47.62,30.2,28.9,26.9,46.01,29.19,28.72,29.2,46.55,29.61,31.91,21.08,54.54,20.67,31.33,20.86,55.16,18.61,25.96,17.47,38.21,14.52,..,..,..
..Mudcrab,....Bulacan,22,92,2,2,16,20,2.2,1,12.5,21,1.75,1.8,10.7,18.6,1.7,18.5,12,23.85,3.4,15.5,9.9,30.04,5.17,16.3,11.5,4.48,11.91,16.16,9.9,4.96,12.01,3.78,8.63,5.24,64.93,5.51,12.62,4.76,53.24,6.67,10.58,4.99,40.39,3.64,12.02,5,48.98,4.37,10.28,4.33,53.19,5.47,9.14,4.5,47.19,4.86,4.48,2.74,27.25,1.29,9.94,3.73,20.8,1.75,2.13,1.86,7.16,1.43,1.03,37.4,20.05,0.54,1.7,34.78,6.62,0.03,22.21,..,..,..
..Mudcrab,....Nueva Ecija,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudcrab,....Pampanga,450,750,718,442,505,841,776,460,581,841,675,414,628,830,776.3,476,546,938,893,547.4,551.5,1048.03,998.73,612.21,579.3,1409.78,1115.89,696.39,619.5,1506.21,1161.53,712.48,606.86,1461.17,1124.36,734.42,589.08,1506.17,1159.89,701.52,571.06,1422.43,1125.67,713.87,592.7,1479.19,1089.31,735.71,599.4,1454.48,1059.47,752.05,614.08,1497.54,1089.87,775.96,509.63,1595.92,1112.26,827.49,518.49,1717.21,1143.93,852.72,535.5,1769.93,1053.1,885.61,656.71,1899.06,1133.64,1145.88,746.56,1972.58,1428.17,1267.89,843.56,..,..,..
..Mudcrab,....Tarlac,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudcrab,....Zambales,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.05,..,..,1.5,5.05,0.5,..,0.26,1.91,0.19,..,0.7,0.67,..,..,0.25,3.7,..,..,0.15,2.02,0.08,0.04,..,4.38,..,0.18,0.32,5.05,0.2,0.35,..,5.56,..,0.77,1.58,2.43,1.48,1.45,0.79,0.46,1.62,0.43,0.47,3.05,0.71,0.95,3.5,2,0.6,12.02,6.11,5.91,4.18,12.84,..,..,..
..Mudcrab,..Region IV-A (CALABARZON),1,2,3,34,1,2.2,3.5,41,0.9,1,3.3,26,0.7,2,5.4,46.6,1,3.1,8.3,36.9,1.2,3.72,14.92,30.8,0.89,5.65,16.67,28.57,1.03,6.49,17.58,18.07,1.06,5.99,15.78,11.58,0.94,6.17,18.3,10.59,0.9,3.58,10.09,9.99,1.9,3.15,6.56,13.43,1.49,3.44,6.07,15.97,1.59,2.48,8.81,25.54,31.71,3.52,34.63,49.9,209.81,4.03,347.25,55.28,2235.55,2.82,424.89,87.94,2429.13,2.71,708.94,69.31,3322.45,0.42,701.67,71.53,3820.86,..,..,..
..Mudcrab,....Batangas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudcrab,....Cavite,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.05,0.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.01,..,..,0.01,..,..,..,0.01,0.01,..,..,..,0.05,..,..,0.04,..,0.02,..,..,..,..,..
..Mudcrab,....Laguna,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudcrab,....Quezon,1,2,3,34,1,2.2,3.5,41,0.9,1,3.3,26,0.7,2,5.4,46.6,1,3.1,8.3,36.9,1.2,3.67,14.52,30.8,0.89,5.65,16.67,28.57,1.03,6.49,17.58,18.07,1.06,5.99,15.78,11.58,0.94,6.17,18.3,10.59,0.9,3.58,10.09,9.99,1.9,3.15,6.56,13.43,1.49,3.44,6.07,15.97,1.59,2.48,8.81,25.54,31.71,3.51,34.63,49.9,209.8,4.03,347.25,55.28,2235.53,2.81,424.89,87.94,2429.13,2.67,708.94,69.31,3322.41,0.42,701.65,71.53,3820.86,..,..,..
..Mudcrab,....Rizal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudcrab,..MIMAROPA Region,..,..,11,..,0.1,0.4,1,0.5,..,0.6,0.6,1.02,0.6,0.76,0.48,3.04,0.63,1.16,0.66,3.1,0.56,1.43,0.19,7.52,6.27,6.8,6.97,7.54,5.76,9.07,7.97,8.9,6.42,9.78,8.35,8.96,6.77,9.66,9.07,9.99,9.1,11.26,9.94,10.43,9.31,11.42,10.11,10.99,10.07,11.22,10.66,11.21,10.07,12.13,13.15,11.21,7.8,9,12.52,12.75,4.35,6.99,12.18,8.95,2.93,2.84,22.81,9.47,1.37,3.19,12,23.18,3.81,4.76,11.87,19.16,28.84,..,..,..
..Mudcrab,....Marinduque,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.18,0.47,0.61,0.16,0.24,0.44,0.78,0.26,0.27,0.47,0.76,0.42,0.26,0.53,0.8,1.01,0.32,0.62,1.29,1.19,0.59,0.67,1.23,0.77,0.76,0.85,0.57,0.61,0.87,1.03,0.72,0.47,0.93,0.17,0.55,0.39,0.01,0.09,0.69,0.42,..,0.11,1.03,0.36,..,0.33,1.35,0.05,0.31,0.1,0.9,0.05,0.27,1.56,..,..,..
..Mudcrab,....Occidental Mindoro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,4.7,5,6,6,5,6.3,6.72,7.11,5.6,7.39,7.04,7.14,5.77,8.74,7.5,6.52,6.19,8.47,7.59,6.94,6.43,8.48,8.01,7.42,6.74,8.98,8.41,7.65,7.44,9.67,8.55,8.16,7.36,7.22,8.35,8.17,3.96,5.41,5.71,6.17,2.71,0.77,0.67,0.8,0.89,0.91,1.62,2.77,0.62,1.22,1.25,1.13,26.77,..,..,..
..Mudcrab,....Oriental Mindoro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.32,..,..,..,0.32,0.48,0.15,0.33,0.28,0.12,0.12,0.45,0.23,0.1,0.13,0.2,0.03,0.02,0.11,0.05,0.02,..,0.09,0.04,0.03,0.05,0.05,0.06,0.04,0.12,0.09,0.13,0.04,0.11,8.22,8.35,2.92,2.51,8.52,7.12,0.27,..,..,..
..Mudcrab,....Palawan,..,..,11,..,0.1,0.4,1,0.5,..,0.4,0.5,1,0.54,0.6,0.4,3,0.55,1.1,0.53,3,0.5,1.21,0.03,2.27,0.54,1.15,0.73,1.3,0.15,1.9,0.87,1.4,0.05,1.6,0.87,1.5,0.08,0.12,0.53,3.15,1.92,1.02,0.78,2.48,1.77,1.5,1.21,2.36,2.16,1.57,1.51,2.49,1.5,1.7,4.02,2.07,0.25,1.19,3.7,4.53,0.18,0.84,6,2.72,0.06,0.92,21.62,8.52,0.12,0.8,2,11.53,0,0,1.74,9.91,0.11,..,..,..
..Mudcrab,....Romblon,..,..,..,..,..,..,..,..,..,0.2,0.1,0.02,0.06,0.16,0.08,0.04,0.08,0.06,0.13,0.1,0.06,0.22,0.06,0.07,0.56,0.04,0.08,..,0.17,0.09,0.12,0.12,0.3,0.03,0.02,0.06,0.07,..,0.03,..,0.05,..,0.23,0.09,0.16,0.09,..,..,0.1,..,..,..,0.07,0.02,..,..,..,0.04,..,..,0.1,..,..,..,..,..,0.07,0.02,..,0.03,0.12,0.23,0.17,0.13,0.31,0.73,0.12,..,..,..
..Mudcrab,..Region V (Bicol Region),1235,108,68,63,1132.1,106.1,70.4,79.1,1218.35,98.1,74.6,77.2,1242,104.37,85.7,94.59,1302.43,105.6,128.4,101.9,1136.73,124.58,148.49,166.77,1168.65,148.71,159.65,173.9,1189.27,164.68,168.77,131.88,1378.59,205.41,217.95,141.44,1032.25,206.23,232.52,162.78,841.05,225.59,206.49,181.95,799.27,245.38,208.88,193.23,952.21,268.18,211.32,188.2,731.09,247.04,198.93,173.67,604.22,145.1,189.17,165.64,738.32,85.78,158.92,130.89,847.77,82.14,151.08,123.33,300.86,78.03,88.12,96.32,113.79,43.25,90.42,118.75,164.89,..,..,..
..Mudcrab,....Albay,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.85,..,..,0.9,13.6,..,0.69,1.2,14.22,..,0.79,1.29,14.42,..,0.82,1.31,14.16,..,0.83,1.6,14.09,..,..,1.61,13.98,..,..,1.45,12.55,..,..,0.93,1.04,..,..,..,..,0.4,..,..,0.09,0.37,0.1,..,0.1,0.37,0.08,1.64,0.1,1.38,4.07,..,0.09,0.16,..,..,..
..Mudcrab,....Camarines Norte,41,24,11,12,47,26,10,10,43.75,22,10.5,8.7,50.1,27.17,14.5,14.99,53.23,32,18,16,57.43,38.84,23.94,28,57.97,49.59,26.19,18.66,65.96,61.57,30.22,13.68,76.31,84.08,37.9,15.71,85.81,87.76,46.98,21.04,100.38,93.57,51.8,24.69,128.06,107.99,58.42,29.16,139.96,113.23,60.89,33.54,150.42,123.37,67.33,33.58,104.69,60.31,65.99,35.3,93.87,44.05,49.33,12.99,98.26,44.95,53.91,18.28,79.58,38.97,22.21,21.85,82.12,15.14,16.43,47.4,81.56,..,..,..
..Mudcrab,....Camarines Sur,15,36,38,30,24,39,42,35,17,35,39,30,16,37.1,42,36,16.8,39.3,46.2,40,16.5,48,57.29,52,16.24,60,64.16,55,20.14,63.01,66.09,26.66,20.98,78.07,68.43,30.01,20.08,86.94,75.45,39.04,21.37,93.09,84.15,43.18,25.78,94.04,79.87,41.02,23.98,89.9,81.13,40.85,19.63,81.51,73.92,36.98,10.47,42.39,77.62,40.68,9.42,8,61.85,42.55,7.46,4.16,52.62,35.59,6.58,5.2,49.95,34.08,6,3.9,47.4,27.69,1.13,..,..,..
..Mudcrab,....Catanduanes,..,..,..,..,0.1,0.1,0.1,1,0.6,0.1,0.2,0.1,0.1,2.5,1.6,1.5,1,1.3,1.6,1.6,1,2.29,1.5,..,6.71,2.16,1.63,0.63,6.77,1.89,0.21,0.83,8.91,2.07,0.3,1.55,9.98,2.9,0.45,3.25,71.28,5.82,0.32,4.14,105.14,6.4,0.48,4.54,67.72,13.49,0.68,5.11,72.35,16.52,0.79,6.56,76.67,9.79,0.34,6.64,3.75,8.84,0.57,3.64,5.77,9.52,0.86,0.45,4.26,11.45,0.58,0.48,3.18,12.77,0.44,0.14,5.24,..,..,..
..Mudcrab,....Masbate,5,9,7,17,8,7,6,18,7,6,9,22,6,5,10,25.1,5.2,4,10.6,27.6,4.7,4.65,12.5,29.6,3.88,5.26,13.47,31.34,4.11,5.57,14.46,33.35,4.34,4.98,15.19,34.94,3.77,5.34,15.73,36.3,3.54,5.49,17.64,39.06,3.31,5.85,18.29,39.49,3.94,5.49,19.05,41.42,4.11,4.06,18.11,42.22,7.68,3.23,16.01,41.14,7.37,3.38,16.66,41.18,5.85,3.47,15.21,38,3.25,3.32,5.55,32.24,1.52,1.65,6.14,30.19,57.07,..,..,..
..Mudcrab,....Sorsogon,1174,39,12,4,1053,34,12.3,15.1,1150,35,15.9,16.4,1169.8,32.6,17.6,17,1226.2,29,52,16.7,1057.1,30.8,53.26,44.32,1083.84,31.71,53.31,54.67,1092.3,31.95,56.59,43.14,1268.05,35.42,94.83,44.82,912.62,22.46,92.6,48.99,644.49,26.79,50.99,56.79,536.99,31.1,50.2,65.03,716.61,46.06,48.13,54.73,484.57,21.58,37.85,53.29,404.71,29.39,29.21,41.89,623.5,21.5,30.51,30.45,730.06,19.95,28.48,30.92,206.83,19.02,8.19,7.57,19.59,5.72,20,13.23,19.72,..,..,..
..Mudcrab,..Region VI (Western Visayas),35,36,66,92,40.4,34.1,62.1,115.1,40.52,38.31,64.5,98.48,41.11,41.75,68.1,104.08,40.53,49.23,68.69,102.72,71.86,74.03,79.35,121.96,74.79,62.72,87.13,1165.89,91.46,94.01,130.6,1208.61,95.17,79.67,157.83,1139.3,112.25,103.94,186.88,1586.06,86.32,117.1,225.66,1814.71,117.21,132.61,179.62,1536.67,131.52,121.15,223.53,1774.23,154.57,150.01,203.4,1430.44,240.37,133.58,191.03,1624.68,191.71,182.71,241.24,1986.73,213.61,223.38,220.6,2126.45,131.09,426.05,288.07,1943.01,147.34,115.62,286.65,1927.52,277.64,..,..,..
..Mudcrab,....Aklan,2,2,2,1,2,3.7,2.1,1.2,1.8,5.1,2.25,2.8,2.34,4.6,3.3,2.6,2.05,5.5,3.4,3,1.8,3.3,2.79,1.2,1.48,2.68,5.87,7.87,5.93,7.04,6.35,5.13,5.28,5.73,6.49,5.49,4.83,6.6,7.49,5.45,4.63,6.97,8.8,7.5,5.46,16.01,16.26,5.94,9.85,18.18,23.11,12.05,17.74,23.97,11.87,12.85,14.47,26.92,11.94,14.24,11.79,21.53,15.99,9.97,8.28,12.97,21.28,12.67,5.34,13.5,21.85,11.52,4.98,13.31,29.25,15.9,16.65,..,..,..
..Mudcrab,....Antique,..,1,1,2,0.3,1,1,2.7,2.2,2.6,2.81,3.45,1.2,1.95,2.1,2.68,1.78,5.63,2.77,2.92,2.6,7.34,7.28,7.55,2.37,4.23,8.01,8.05,2.52,5.23,10.91,12.14,3.93,4.57,11.65,13.89,7.6,9.11,12.24,12.23,8.94,11.62,12.43,13.04,9.36,11.42,12.53,12.32,9.89,11.63,13.56,11.64,10.23,15.16,13.73,13.75,9.72,8.77,9.56,13.93,12.7,8.08,11.65,12.25,10.4,8.62,10.46,15.27,6.53,5.28,9.29,10.31,4.68,4.47,8.95,9.71,4.68,..,..,..
..Mudcrab,....Capiz,23,18,37,67,24,18.4,38,65.5,23.1,19.8,39.3,67.3,23.7,20.05,40.5,69.3,24.6,20.95,42.22,68.55,24,22.36,47.45,72.08,22.89,18.79,45.66,1109.92,38.12,34.88,54.05,1108.68,27.76,33.05,57.26,1049.99,31.09,39.77,96.62,1491.71,33.48,42.4,101.25,1662.56,32.47,44.39,105.19,1463.07,29.8,38,92.83,1608.46,28.19,42.65,84,1392.17,17.56,30.17,98.52,1558.24,15.81,31.87,109.27,1892.8,17.5,29.55,117.43,2032.6,18.62,26.44,155.5,1808.69,29.57,22.06,144.13,1783.56,100.61,..,..,..
..Mudcrab,....Guimaras,..,..,..,..,..,..,..,0.5,1.1,0.05,0.36,1.4,1.8,1.25,1,2,1.4,1.45,2,1.75,1.2,1.25,3.75,3,2.25,1.7,6.65,6.05,2.61,2.13,12.83,4.5,2.51,0.96,1.88,6.29,2.98,0.7,1.48,3.97,3.5,2.39,1.4,7,3.1,2.85,1.65,6.47,2.83,4.05,0.96,2.17,2.22,2.94,1.22,1.69,0.96,1.93,0.87,1.2,1.84,3.92,1.22,1.86,1.88,11.47,1.78,1.44,3.17,9.26,4.22,3.84,2.46,3.95,0.76,1.56,2.15,..,..,..
..Mudcrab,....Iloilo,7,7,19,21,13,7,15,44,9.05,6.4,17.23,22.1,9.97,8.9,9.7,21,8,10.7,12,21.5,38.26,35.5,12.73,33,41.56,30.8,14.41,30.74,39.04,41.23,42.69,76.57,54.94,33.71,72.97,57.92,61.39,42.67,61.71,66.81,33.29,50,92.72,116.86,64.23,54.78,37.02,44.3,76.46,46.85,85.67,134.94,92.97,62.91,80.3,6.56,178.34,65.15,67.89,30.26,139.13,113.55,101.95,63.75,136.82,125.19,64.34,55.49,50.97,41.19,39.24,33.76,55.73,49.01,93.85,84.28,87.44,..,..,..
..Mudcrab,....Negros Occidental,3,8,7,1,1.1,4,6,1.2,3.27,4.36,2.55,1.43,2.1,5,11.5,6.5,2.7,5,6.3,5,4,4.28,5.35,5.13,4.25,4.52,6.53,3.25,3.25,3.5,3.77,1.6,0.74,1.65,7.58,5.73,4.36,5.1,7.35,5.88,2.48,3.73,9.06,7.75,2.59,3.16,6.97,4.58,2.68,2.44,7.41,4.97,3.22,2.39,12.28,3.43,19.32,0.64,2.26,6.81,10.45,3.76,1.17,6.11,38.73,35.59,5.32,8.97,46.45,330.38,57.95,74.89,49.93,22.83,9.7,32.51,66.11,..,..,..
..Mudcrab,..Region VII (Central Visayas),..,..,3,6.2,1,1.5,1,1.12,3,3.88,2.4,2.7,1.5,2.35,2.5,2.4,2.93,2.9,5.16,2.5,3.6,4.93,2.76,2.56,1.38,2.34,3.93,3.08,3.05,3.16,5.45,3.81,5.87,6.8,5.68,4.39,4.39,3.93,4.39,5.71,6.42,3.96,5.54,6.07,6.36,3.14,6.3,5.8,6.33,6.46,6.7,8.22,7.03,4.18,4.13,6.49,8.36,5.78,3.32,2.98,3.84,3.7,5.46,2.32,2.83,3.08,7.58,7.56,3.6,3.1,6.13,3.44,3.43,2.6,1.6,2.64,0.29,..,..,..
..Mudcrab,....Bohol,..,..,3,5.2,..,0.5,..,0.12,3,3,1.5,1.7,1,1.7,1.3,1.7,2.1,2.2,4.8,2.1,3.1,4.18,1.86,2.36,1.18,1.73,3.36,2.42,2.46,2.72,4.87,2.66,5.2,6.25,5.19,3.03,3.78,3.56,4.02,4.55,5.62,3.46,4.83,4.6,4.97,2.48,5.6,4.69,4.72,5.07,5.95,7.4,6.02,3.51,3.32,5.8,7.86,5.32,2.7,2.36,3.51,3.32,4.86,1.81,2.3,2.61,7.2,7.11,3.34,2.96,5.31,3.18,2.93,2.52,1.33,1.98,0.1,..,..,..
..Mudcrab,....Cebu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.01,0.1,0.15,0.1,0.46,0.05,0.1,0.2,0.38,0.55,0.32,0.25,0.5,0.65,0.37,0.3,0.4,0.39,0.4,0.2,0.25,0.4,0.45,0.31,0.59,0.79,0.84,0.5,0.45,0.6,1.15,0.81,0.5,0.7,0.8,0.59,0.62,0.5,0.4,0.42,0.5,0.35,0.3,0.3,0.4,0.33,0.31,0.28,0.14,0.11,0.2,0.05,0.13,0.12,0.17,0.03,0.03,..,..,..,..,..
..Mudcrab,....Negros Oriental,..,..,..,1,1,1,1,1,..,0.88,0.9,1,0.5,0.65,1.2,0.7,0.83,0.7,0.35,0.3,0.35,0.65,0.44,0.15,0.1,0.41,0.19,0.11,0.27,0.19,0.08,0.5,0.3,0.25,0.09,0.97,0.21,0.17,0.12,0.76,0.35,0.19,0.12,0.68,0.55,0.16,0.25,0.51,0.46,0.58,0.25,0.12,0.21,0.08,0.19,0.19,0.1,0.04,0.12,0.27,0.03,0.08,0.2,0.18,0.22,0.19,0.24,0.34,0.06,0.09,0.69,0.14,0.33,0.05,0.24,0.66,0.19,..,..,..
..Mudcrab,....Siquijor,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
